Date,PX_BID,PX_LAST
6/25/2020,-0.468,-0.468
6/24/2020,-0.44,-0.44
6/23/2020,-0.408,-0.408
6/22/2020,-0.439,-0.439
6/19/2020,-0.415,-0.415
6/18/2020,-0.407,-0.407
6/17/2020,-0.392,-0.392
6/16/2020,-0.427,-0.427
6/15/2020,-0.446,-0.446
6/12/2020,-0.439,-0.439
6/11/2020,-0.414,-0.414
6/10/2020,-0.331,-0.331
6/9/2020,-0.309,-0.309
6/8/2020,-0.319,-0.319
6/5/2020,-0.277,-0.277
6/4/2020,-0.32,-0.32
6/3/2020,-0.354,-0.354
6/2/2020,-0.415,-0.415
6/1/2020,-0.402,-0.402
5/29/2020,-0.447,-0.447
5/28/2020,-0.419,-0.419
5/27/2020,-0.414,-0.414
5/26/2020,-0.429,-0.429
5/25/2020,-0.494,-0.494
5/22/2020,-0.487,-0.487
5/21/2020,-0.495,-0.495
5/20/2020,-0.468,-0.468
5/19/2020,-0.464,-0.464
5/18/2020,-0.467,-0.467
5/15/2020,-0.531,-0.531
5/14/2020,-0.543,-0.543
5/13/2020,-0.53,-0.53
5/12/2020,-0.505,-0.505
5/11/2020,-0.512,-0.512
5/8/2020,-0.537,-0.537
5/7/2020,-0.545,-0.545
5/6/2020,-0.507,-0.507
5/5/2020,-0.578,-0.578
5/4/2020,-0.563,-0.563
5/1/2020,-0.586,-0.586
4/30/2020,-0.586,-0.586
4/29/2020,-0.495,-0.495
4/28/2020,-0.469,-0.469
4/27/2020,-0.453,-0.453
4/24/2020,-0.473,-0.473
4/23/2020,-0.424,-0.424
4/22/2020,-0.407,-0.407
4/21/2020,-0.477,-0.477
4/20/2020,-0.448,-0.448
4/17/2020,-0.472,-0.472
4/16/2020,-0.474,-0.474
4/15/2020,-0.465,-0.465
4/14/2020,-0.377,-0.377
4/13/2020,-0.347,-0.347
4/10/2020,-0.347,-0.347
4/9/2020,-0.347,-0.347
4/8/2020,-0.306,-0.306
4/7/2020,-0.309,-0.309
4/6/2020,-0.425,-0.425
4/3/2020,-0.441,-0.441
4/2/2020,-0.433,-0.433
4/1/2020,-0.458,-0.458
3/31/2020,-0.471,-0.471
3/30/2020,-0.49,-0.49
3/27/2020,-0.474,-0.474
3/26/2020,-0.361,-0.361
3/25/2020,-0.262,-0.262
3/24/2020,-0.322,-0.322
3/23/2020,-0.375,-0.375
3/20/2020,-0.321,-0.321
3/19/2020,-0.193,-0.193
3/18/2020,-0.235,-0.235
3/17/2020,-0.434,-0.434
3/16/2020,-0.461,-0.461
3/13/2020,-0.544,-0.544
3/12/2020,-0.741,-0.741
3/11/2020,-0.742,-0.742
3/10/2020,-0.79,-0.79
3/9/2020,-0.856,-0.856
3/6/2020,-0.71,-0.71
3/5/2020,-0.686,-0.686
3/4/2020,-0.638,-0.638
3/3/2020,-0.625,-0.625
3/2/2020,-0.624,-0.624
2/28/2020,-0.607,-0.607
2/27/2020,-0.543,-0.543
2/26/2020,-0.505,-0.505
2/25/2020,-0.512,-0.512
2/24/2020,-0.481,-0.481
2/21/2020,-0.431,-0.431
2/20/2020,-0.444,-0.444
2/19/2020,-0.418,-0.418
2/18/2020,-0.407,-0.407
2/17/2020,-0.401,-0.401
2/14/2020,-0.401,-0.401
2/13/2020,-0.386,-0.386
2/12/2020,-0.378,-0.378
2/11/2020,-0.391,-0.391
2/10/2020,-0.411,-0.411
2/7/2020,-0.386,-0.386
2/6/2020,-0.37,-0.37
2/5/2020,-0.359,-0.359
2/4/2020,-0.399,-0.399
2/3/2020,-0.442,-0.442
1/31/2020,-0.434,-0.434
1/30/2020,-0.406,-0.406
1/29/2020,-0.377,-0.377
1/28/2020,-0.341,-0.341
1/27/2020,-0.385,-0.385
1/24/2020,-0.335,-0.335
1/23/2020,-0.308,-0.308
1/22/2020,-0.26,-0.26
1/21/2020,-0.248,-0.248
1/20/2020,-0.218,-0.218
1/17/2020,-0.215,-0.215
1/16/2020,-0.219,-0.219
1/15/2020,-0.2,-0.2
1/14/2020,-0.171,-0.171
1/13/2020,-0.159,-0.159
1/10/2020,-0.199,-0.199
1/9/2020,-0.179,-0.179
1/8/2020,-0.207,-0.207
1/7/2020,-0.285,-0.285
1/6/2020,-0.287,-0.287
1/3/2020,-0.278,-0.278
1/2/2020,-0.223,-0.223
1/1/2020,-0.186,-0.186
12/30/2019,-0.185,-0.185
12/27/2019,-0.256,-0.256
12/26/2019,-0.242,-0.242
12/25/2019,-0.242,-0.242
12/24/2019,-0.242,-0.242
12/23/2019,-0.242,-0.242
12/20/2019,-0.252,-0.252
12/19/2019,-0.235,-0.235
12/18/2019,-0.249,-0.249
12/17/2019,-0.295,-0.295
12/16/2019,-0.277,-0.277
12/13/2019,-0.289,-0.289
12/12/2019,-0.269,-0.269
12/11/2019,-0.321,-0.321
12/10/2019,-0.295,-0.295
12/9/2019,-0.307,-0.307
12/6/2019,-0.286,-0.286
12/5/2019,-0.294,-0.294
12/4/2019,-0.315,-0.315
12/3/2019,-0.348,-0.348
12/2/2019,-0.281,-0.281
11/29/2019,-0.36,-0.36
11/28/2019,-0.361,-0.361
11/27/2019,-0.372,-0.372
11/26/2019,-0.372,-0.372
11/25/2019,-0.349,-0.349
11/22/2019,-0.359,-0.359
11/21/2019,-0.325,-0.325
11/20/2019,-0.347,-0.347
11/19/2019,-0.339,-0.339
11/18/2019,-0.336,-0.336
11/15/2019,-0.334,-0.334
11/14/2019,-0.351,-0.351
11/13/2019,-0.3,-0.3
11/12/2019,-0.252,-0.252
11/11/2019,-0.245,-0.245
11/8/2019,-0.263,-0.263
11/7/2019,-0.233,-0.233
11/6/2019,-0.333,-0.333
11/5/2019,-0.309,-0.309
11/4/2019,-0.351,-0.351
11/1/2019,-0.382,-0.382
10/31/2019,-0.407,-0.407
10/30/2019,-0.354,-0.354
10/29/2019,-0.351,-0.351
10/28/2019,-0.332,-0.332
10/25/2019,-0.362,-0.362
10/24/2019,-0.404,-0.404
10/23/2019,-0.394,-0.394
10/22/2019,-0.368,-0.368
10/21/2019,-0.344,-0.344
10/18/2019,-0.382,-0.382
10/17/2019,-0.408,-0.408
10/16/2019,-0.387,-0.387
10/15/2019,-0.417,-0.417
10/14/2019,-0.457,-0.457
10/11/2019,-0.442,-0.442
10/10/2019,-0.469,-0.469
10/9/2019,-0.548,-0.548
10/8/2019,-0.594,-0.594
10/7/2019,-0.575,-0.575
10/4/2019,-0.586,-0.586
10/3/2019,-0.59,-0.59
10/2/2019,-0.546,-0.546
10/1/2019,-0.564,-0.564
9/30/2019,-0.571,-0.571
9/27/2019,-0.573,-0.573
9/26/2019,-0.582,-0.582
9/25/2019,-0.575,-0.575
9/24/2019,-0.6,-0.6
9/23/2019,-0.581,-0.581
9/20/2019,-0.521,-0.521
9/19/2019,-0.507,-0.507
9/18/2019,-0.51,-0.51
9/17/2019,-0.474,-0.474
9/16/2019,-0.48,-0.48
9/13/2019,-0.449,-0.449
9/12/2019,-0.516,-0.516
9/11/2019,-0.564,-0.564
9/10/2019,-0.547,-0.547
9/9/2019,-0.585,-0.585
9/6/2019,-0.638,-0.638
9/5/2019,-0.594,-0.594
9/4/2019,-0.674,-0.674
9/3/2019,-0.706,-0.706
9/2/2019,-0.702,-0.702
8/30/2019,-0.7,-0.7
8/29/2019,-0.692,-0.692
8/28/2019,-0.714,-0.714
8/27/2019,-0.693,-0.693
8/26/2019,-0.666,-0.666
8/23/2019,-0.675,-0.675
8/22/2019,-0.644,-0.644
8/21/2019,-0.67,-0.67
8/20/2019,-0.69,-0.69
8/19/2019,-0.648,-0.648
8/16/2019,-0.685,-0.685
8/15/2019,-0.713,-0.713
8/14/2019,-0.65,-0.65
8/13/2019,-0.609,-0.609
8/12/2019,-0.592,-0.592
8/9/2019,-0.576,-0.576
8/8/2019,-0.56,-0.56
8/7/2019,-0.581,-0.581
8/6/2019,-0.536,-0.536
8/5/2019,-0.516,-0.516
8/2/2019,-0.495,-0.495
8/1/2019,-0.45,-0.45
7/31/2019,-0.44,-0.44
7/30/2019,-0.399,-0.399
7/29/2019,-0.391,-0.391
7/26/2019,-0.376,-0.376
7/25/2019,-0.363,-0.363
7/24/2019,-0.378,-0.378
7/23/2019,-0.355,-0.355
7/22/2019,-0.346,-0.346
7/19/2019,-0.324,-0.324
7/18/2019,-0.31,-0.31
7/17/2019,-0.29,-0.29
7/16/2019,-0.244,-0.244
7/15/2019,-0.251,-0.251
7/12/2019,-0.21,-0.21
7/11/2019,-0.225,-0.225
7/10/2019,-0.307,-0.307
7/9/2019,-0.354,-0.354
7/8/2019,-0.366,-0.366
7/5/2019,-0.363,-0.363
7/4/2019,-0.399,-0.399
7/3/2019,-0.385,-0.385
7/2/2019,-0.367,-0.367
7/1/2019,-0.357,-0.357
6/28/2019,-0.327,-0.327
6/27/2019,-0.32,-0.32
6/26/2019,-0.303,-0.303
6/25/2019,-0.331,-0.331
6/24/2019,-0.307,-0.307
6/21/2019,-0.285,-0.285
6/20/2019,-0.318,-0.318
6/19/2019,-0.288,-0.288
6/18/2019,-0.32,-0.32
6/17/2019,-0.244,-0.244
6/14/2019,-0.255,-0.255
6/13/2019,-0.241,-0.241
6/12/2019,-0.236,-0.236
6/11/2019,-0.232,-0.232
6/10/2019,-0.219,-0.219
6/7/2019,-0.257,-0.257
6/6/2019,-0.239,-0.239
6/5/2019,-0.226,-0.226
6/4/2019,-0.206,-0.206
6/3/2019,-0.201,-0.201
5/31/2019,-0.202,-0.202
5/30/2019,-0.175,-0.175
5/29/2019,-0.179,-0.179
5/28/2019,-0.161,-0.161
5/27/2019,-0.144,-0.144
5/24/2019,-0.117,-0.117
5/23/2019,-0.12,-0.12
5/22/2019,-0.086,-0.086
5/21/2019,-0.063,-0.063
5/20/2019,-0.087,-0.087
5/17/2019,-0.104,-0.104
5/16/2019,-0.095,-0.095
5/15/2019,-0.098,-0.098
5/14/2019,-0.07,-0.07
5/13/2019,-0.07,-0.07
5/10/2019,-0.045,-0.045
5/9/2019,-0.047,-0.047
5/8/2019,-0.044,-0.044
5/7/2019,-0.038,-0.038
5/6/2019,0.006,0.006
5/3/2019,0.025,0.025
5/2/2019,0.03,0.03
5/1/2019,0.013,0.013
4/30/2019,0.013,0.013
4/29/2019,0.003,0.003
4/26/2019,-0.022,-0.022
4/25/2019,-0.009,-0.009
4/24/2019,-0.012,-0.012
4/23/2019,0.041,0.041
4/22/2019,0.025,0.025
4/19/2019,0.025,0.025
4/18/2019,0.025,0.025
4/17/2019,0.08,0.08
4/16/2019,0.066,0.066
4/15/2019,0.056,0.056
4/12/2019,0.055,0.055
4/11/2019,-0.009,-0.009
4/10/2019,-0.026,-0.026
4/9/2019,-0.01,-0.01
4/8/2019,0.007,0.007
4/5/2019,0.007,0.007
4/4/2019,-0.006,-0.006
4/3/2019,0.008,0.008
4/2/2019,-0.049,-0.049
4/1/2019,-0.026,-0.026
3/29/2019,-0.07,-0.07
3/28/2019,-0.069,-0.069
3/27/2019,-0.081,-0.081
3/26/2019,-0.015,-0.015
3/25/2019,-0.028,-0.028
3/22/2019,-0.015,-0.015
3/21/2019,0.041,0.041
3/20/2019,0.084,0.084
3/19/2019,0.097,0.097
3/18/2019,0.083,0.083
3/15/2019,0.084,0.084
3/14/2019,0.086,0.086
3/13/2019,0.065,0.065
3/12/2019,0.055,0.055
3/11/2019,0.069,0.069
3/8/2019,0.069,0.069
3/7/2019,0.067,0.067
3/6/2019,0.128,0.128
3/5/2019,0.168,0.168
3/4/2019,0.158,0.158
3/1/2019,0.183,0.183
2/28/2019,0.183,0.183
2/27/2019,0.148,0.148
2/26/2019,0.118,0.118
2/25/2019,0.108,0.108
2/22/2019,0.096,0.096
2/21/2019,0.127,0.127
2/20/2019,0.1,0.1
2/19/2019,0.105,0.105
2/18/2019,0.11,0.11
2/15/2019,0.101,0.101
2/14/2019,0.103,0.103
2/13/2019,0.123,0.123
2/12/2019,0.132,0.132
2/11/2019,0.12,0.12
2/8/2019,0.087,0.087
2/7/2019,0.115,0.115
2/6/2019,0.162,0.162
2/5/2019,0.17,0.17
2/4/2019,0.177,0.177
2/1/2019,0.166,0.166
1/31/2019,0.149,0.149
1/30/2019,0.188,0.188
1/29/2019,0.2,0.2
1/28/2019,0.205,0.205
1/25/2019,0.193,0.193
1/24/2019,0.18,0.18
1/23/2019,0.225,0.225
1/22/2019,0.236,0.236
1/21/2019,0.255,0.255
1/18/2019,0.262,0.262
1/17/2019,0.243,0.243
1/16/2019,0.224,0.224
1/15/2019,0.206,0.206
1/14/2019,0.231,0.231
1/11/2019,0.239,0.239
1/10/2019,0.255,0.255
1/9/2019,0.279,0.279
1/8/2019,0.226,0.226
1/7/2019,0.221,0.221
1/4/2019,0.208,0.208
1/3/2019,0.153,0.153
1/2/2019,0.165,0.165
1/1/2019,0.242,0.242
12/31/2018,0.242,0.242
12/28/2018,0.242,0.242
12/27/2018,0.231,0.231
12/26/2018,0.25,0.25
12/25/2018,0.25,0.25
12/24/2018,0.25,0.25
12/21/2018,0.25,0.25
12/20/2018,0.228,0.228
12/19/2018,0.239,0.239
12/18/2018,0.244,0.244
12/17/2018,0.256,0.256
12/14/2018,0.252,0.252
12/13/2018,0.285,0.285
12/12/2018,0.279,0.279
12/11/2018,0.232,0.232
12/10/2018,0.246,0.246
12/7/2018,0.249,0.249
12/6/2018,0.236,0.236
12/5/2018,0.277,0.277
12/4/2018,0.263,0.263
12/3/2018,0.306,0.306
11/30/2018,0.313,0.313
11/29/2018,0.321,0.321
11/28/2018,0.349,0.349
11/27/2018,0.35,0.35
11/26/2018,0.361,0.361
11/23/2018,0.34,0.34
11/22/2018,0.37,0.37
11/21/2018,0.376,0.376
11/20/2018,0.35,0.35
11/19/2018,0.373,0.373
11/16/2018,0.367,0.367
11/15/2018,0.36,0.36
11/14/2018,0.398,0.398
11/13/2018,0.409,0.409
11/12/2018,0.398,0.398
11/9/2018,0.407,0.407
11/8/2018,0.457,0.457
11/7/2018,0.447,0.447
11/6/2018,0.434,0.434
11/5/2018,0.426,0.426
11/2/2018,0.428,0.428
11/1/2018,0.399,0.399
10/31/2018,0.385,0.385
10/30/2018,0.369,0.369
10/29/2018,0.377,0.377
10/26/2018,0.352,0.352
10/25/2018,0.398,0.398
10/24/2018,0.396,0.396
10/23/2018,0.409,0.409
10/22/2018,0.448,0.448
10/19/2018,0.46,0.46
10/18/2018,0.416,0.416
10/17/2018,0.461,0.461
10/16/2018,0.491,0.491
10/15/2018,0.503,0.503
10/12/2018,0.498,0.498
10/11/2018,0.518,0.518
10/10/2018,0.552,0.552
10/9/2018,0.549,0.549
10/8/2018,0.529,0.529
10/5/2018,0.573,0.573
10/4/2018,0.531,0.531
10/3/2018,0.475,0.475
10/2/2018,0.422,0.422
10/1/2018,0.471,0.471
9/28/2018,0.47,0.47
9/27/2018,0.529,0.529
9/26/2018,0.526,0.526
9/25/2018,0.543,0.543
9/24/2018,0.51,0.51
9/21/2018,0.462,0.462
9/20/2018,0.471,0.471
9/19/2018,0.487,0.487
9/18/2018,0.48,0.48
9/17/2018,0.458,0.458
9/14/2018,0.45,0.45
9/13/2018,0.423,0.423
9/12/2018,0.411,0.411
9/11/2018,0.43,0.43
9/10/2018,0.401,0.401
9/7/2018,0.387,0.387
9/6/2018,0.355,0.355
9/5/2018,0.38,0.38
9/4/2018,0.357,0.357
9/3/2018,0.333,0.333
8/31/2018,0.326,0.326
8/30/2018,0.346,0.346
8/29/2018,0.404,0.404
8/28/2018,0.38,0.38
8/27/2018,0.376,0.376
8/24/2018,0.345,0.345
8/23/2018,0.339,0.339
8/22/2018,0.344,0.344
8/21/2018,0.331,0.331
8/20/2018,0.302,0.302
8/17/2018,0.305,0.305
8/16/2018,0.32,0.32
8/15/2018,0.304,0.304
8/14/2018,0.327,0.327
8/13/2018,0.311,0.311
8/10/2018,0.317,0.317
8/9/2018,0.375,0.375
8/8/2018,0.398,0.398
8/7/2018,0.409,0.409
8/6/2018,0.389,0.389
8/3/2018,0.408,0.408
8/2/2018,0.46,0.46
8/1/2018,0.478,0.478
7/31/2018,0.443,0.443
7/30/2018,0.446,0.446
7/27/2018,0.403,0.403
7/26/2018,0.404,0.404
7/25/2018,0.396,0.396
7/24/2018,0.397,0.397
7/23/2018,0.406,0.406
7/20/2018,0.37,0.37
7/19/2018,0.33,0.33
7/18/2018,0.342,0.342
7/17/2018,0.346,0.346
7/16/2018,0.363,0.363
7/13/2018,0.34,0.34
7/12/2018,0.357,0.357
7/11/2018,0.367,0.367
7/10/2018,0.32,0.32
7/9/2018,0.3,0.3
7/6/2018,0.292,0.292
7/5/2018,0.299,0.299
7/4/2018,0.305,0.305
7/3/2018,0.294,0.294
7/2/2018,0.304,0.304
6/29/2018,0.302,0.302
6/28/2018,0.319,0.319
6/27/2018,0.321,0.321
6/26/2018,0.34,0.34
6/25/2018,0.327,0.327
6/22/2018,0.337,0.337
6/21/2018,0.335,0.335
6/20/2018,0.377,0.377
6/19/2018,0.373,0.373
6/18/2018,0.398,0.398
6/15/2018,0.403,0.403
6/14/2018,0.426,0.426
6/13/2018,0.482,0.482
6/12/2018,0.491,0.491
6/11/2018,0.493,0.493
6/8/2018,0.449,0.449
6/7/2018,0.484,0.484
6/6/2018,0.465,0.465
6/5/2018,0.369,0.369
6/4/2018,0.418,0.418
6/1/2018,0.386,0.386
5/31/2018,0.341,0.341
5/30/2018,0.372,0.372
5/29/2018,0.26,0.26
5/28/2018,0.344,0.344
5/25/2018,0.406,0.406
5/24/2018,0.472,0.472
5/23/2018,0.507,0.507
5/22/2018,0.56,0.56
5/21/2018,0.523,0.523
5/18/2018,0.579,0.579
5/17/2018,0.64,0.64
5/16/2018,0.606,0.606
5/15/2018,0.645,0.645
5/14/2018,0.611,0.611
5/11/2018,0.559,0.559
5/10/2018,0.557,0.557
5/9/2018,0.559,0.559
5/8/2018,0.561,0.561
5/7/2018,0.532,0.532
5/4/2018,0.544,0.544
5/3/2018,0.532,0.532
5/2/2018,0.581,0.581
5/1/2018,0.559,0.559
4/30/2018,0.559,0.559
4/27/2018,0.571,0.571
4/26/2018,0.593,0.593
4/25/2018,0.634,0.634
4/24/2018,0.631,0.631
4/23/2018,0.636,0.636
4/20/2018,0.59,0.59
4/19/2018,0.6,0.6
4/18/2018,0.531,0.531
4/17/2018,0.507,0.507
4/16/2018,0.525,0.525
4/13/2018,0.511,0.511
4/12/2018,0.515,0.515
4/11/2018,0.499,0.499
4/10/2018,0.516,0.516
4/9/2018,0.504,0.504
4/6/2018,0.497,0.497
4/5/2018,0.524,0.524
4/4/2018,0.5,0.5
4/3/2018,0.501,0.501
4/2/2018,0.497,0.497
3/30/2018,0.497,0.497
3/29/2018,0.497,0.497
3/28/2018,0.503,0.503
3/27/2018,0.504,0.504
3/26/2018,0.524,0.524
3/23/2018,0.527,0.527
3/22/2018,0.529,0.529
3/21/2018,0.592,0.592
3/20/2018,0.585,0.585
3/19/2018,0.569,0.569
3/16/2018,0.571,0.571
3/15/2018,0.576,0.576
3/14/2018,0.593,0.593
3/13/2018,0.619,0.619
3/12/2018,0.632,0.632
3/9/2018,0.648,0.648
3/8/2018,0.628,0.628
3/7/2018,0.655,0.655
3/6/2018,0.675,0.675
3/5/2018,0.643,0.643
3/2/2018,0.651,0.651
3/1/2018,0.644,0.644
2/28/2018,0.656,0.656
2/27/2018,0.679,0.679
2/26/2018,0.652,0.652
2/23/2018,0.653,0.653
2/22/2018,0.706,0.706
2/21/2018,0.721,0.721
2/20/2018,0.735,0.735
2/19/2018,0.735,0.735
2/16/2018,0.706,0.706
2/15/2018,0.764,0.764
2/14/2018,0.757,0.757
2/13/2018,0.75,0.75
2/12/2018,0.757,0.757
2/9/2018,0.745,0.745
2/8/2018,0.762,0.762
2/7/2018,0.745,0.745
2/6/2018,0.692,0.692
2/5/2018,0.736,0.736
2/2/2018,0.767,0.767
2/1/2018,0.721,0.721
1/31/2018,0.697,0.697
1/30/2018,0.683,0.683
1/29/2018,0.694,0.694
1/26/2018,0.629,0.629
1/25/2018,0.612,0.612
1/24/2018,0.588,0.588
1/23/2018,0.561,0.561
1/22/2018,0.567,0.567
1/19/2018,0.568,0.568
1/18/2018,0.573,0.573
1/17/2018,0.562,0.562
1/16/2018,0.562,0.562
1/15/2018,0.587,0.587
1/12/2018,0.581,0.581
1/11/2018,0.581,0.581
1/10/2018,0.543,0.543
1/9/2018,0.466,0.466
1/8/2018,0.431,0.431
1/5/2018,0.439,0.439
1/4/2018,0.434,0.434
1/3/2018,0.442,0.442
1/2/2018,0.467,0.467
1/1/2018,0.427,0.427
12/29/2017,0.427,0.427
12/28/2017,0.424,0.424
12/27/2017,0.385,0.385
12/26/2017,0.42,0.42
12/25/2017,0.42,0.42
12/22/2017,0.42,0.42
12/21/2017,0.417,0.417
12/20/2017,0.405,0.405
12/19/2017,0.379,0.379
12/18/2017,0.309,0.309
12/15/2017,0.301,0.301
12/14/2017,0.316,0.316
12/13/2017,0.314,0.314
12/12/2017,0.314,0.314
12/11/2017,0.293,0.293
12/8/2017,0.307,0.307
12/7/2017,0.293,0.293
12/6/2017,0.295,0.295
12/5/2017,0.32,0.32
12/4/2017,0.344,0.344
12/1/2017,0.305,0.305
11/30/2017,0.367,0.367
11/29/2017,0.385,0.385
11/28/2017,0.339,0.339
11/27/2017,0.342,0.342
11/24/2017,0.36,0.36
11/23/2017,0.347,0.347
11/22/2017,0.349,0.349
11/21/2017,0.351,0.351
11/20/2017,0.363,0.363
11/17/2017,0.361,0.361
11/16/2017,0.376,0.376
11/15/2017,0.376,0.376
11/14/2017,0.397,0.397
11/13/2017,0.417,0.417
11/10/2017,0.41,0.41
11/9/2017,0.375,0.375
11/8/2017,0.326,0.326
11/7/2017,0.327,0.327
11/6/2017,0.336,0.336
11/3/2017,0.364,0.364
11/2/2017,0.372,0.372
11/1/2017,0.373,0.373
10/31/2017,0.363,0.363
10/30/2017,0.367,0.367
10/27/2017,0.383,0.383
10/26/2017,0.415,0.415
10/25/2017,0.482,0.482
10/24/2017,0.476,0.476
10/23/2017,0.432,0.432
10/20/2017,0.452,0.452
10/19/2017,0.395,0.395
10/18/2017,0.396,0.396
10/17/2017,0.365,0.365
10/16/2017,0.372,0.372
10/13/2017,0.403,0.403
10/12/2017,0.445,0.445
10/11/2017,0.463,0.463
10/10/2017,0.442,0.442
10/9/2017,0.444,0.444
10/6/2017,0.459,0.459
10/5/2017,0.456,0.456
10/4/2017,0.453,0.453
10/3/2017,0.463,0.463
10/2/2017,0.451,0.451
9/29/2017,0.464,0.464
9/28/2017,0.479,0.479
9/27/2017,0.468,0.468
9/26/2017,0.408,0.408
9/25/2017,0.4,0.4
9/22/2017,0.447,0.447
9/21/2017,0.455,0.455
9/20/2017,0.443,0.443
9/19/2017,0.452,0.452
9/18/2017,0.455,0.455
9/15/2017,0.433,0.433
9/14/2017,0.413,0.413
9/13/2017,0.401,0.401
9/12/2017,0.401,0.401
9/11/2017,0.336,0.336
9/8/2017,0.312,0.312
9/7/2017,0.307,0.307
9/6/2017,0.347,0.347
9/5/2017,0.338,0.338
9/4/2017,0.366,0.366
9/1/2017,0.379,0.379
8/31/2017,0.361,0.361
8/30/2017,0.359,0.359
8/29/2017,0.342,0.342
8/28/2017,0.376,0.376
8/25/2017,0.38,0.38
8/24/2017,0.376,0.376
8/23/2017,0.377,0.377
8/22/2017,0.4,0.4
8/21/2017,0.4,0.4
8/18/2017,0.414,0.414
8/17/2017,0.426,0.426
8/16/2017,0.445,0.445
8/15/2017,0.433,0.433
8/14/2017,0.406,0.406
8/11/2017,0.382,0.382
8/10/2017,0.415,0.415
8/9/2017,0.428,0.428
8/8/2017,0.474,0.474
8/7/2017,0.459,0.459
8/4/2017,0.468,0.468
8/3/2017,0.453,0.453
8/2/2017,0.486,0.486
8/1/2017,0.491,0.491
7/31/2017,0.543,0.543
7/28/2017,0.542,0.542
7/27/2017,0.536,0.536
7/26/2017,0.561,0.561
7/25/2017,0.566,0.566
7/24/2017,0.508,0.508
7/21/2017,0.506,0.506
7/20/2017,0.53,0.53
7/19/2017,0.542,0.542
7/18/2017,0.554,0.554
7/17/2017,0.581,0.581
7/14/2017,0.597,0.597
7/13/2017,0.603,0.603
7/12/2017,0.579,0.579
7/11/2017,0.55,0.55
7/10/2017,0.54,0.54
7/7/2017,0.573,0.573
7/6/2017,0.562,0.562
7/5/2017,0.47,0.47
7/4/2017,0.475,0.475
7/3/2017,0.476,0.476
6/30/2017,0.466,0.466
6/29/2017,0.452,0.452
6/28/2017,0.368,0.368
6/27/2017,0.37,0.37
6/26/2017,0.245,0.245
6/23/2017,0.255,0.255
6/22/2017,0.252,0.252
6/21/2017,0.265,0.265
6/20/2017,0.262,0.262
6/19/2017,0.281,0.281
6/16/2017,0.276,0.276
6/15/2017,0.282,0.282
6/14/2017,0.226,0.226
6/13/2017,0.266,0.266
6/12/2017,0.249,0.249
6/9/2017,0.264,0.264
6/8/2017,0.256,0.256
6/7/2017,0.269,0.269
6/6/2017,0.252,0.252
6/5/2017,0.287,0.287
6/2/2017,0.274,0.274
6/1/2017,0.305,0.305
5/31/2017,0.304,0.304
5/30/2017,0.292,0.292
5/29/2017,0.298,0.298
5/26/2017,0.331,0.331
5/25/2017,0.362,0.362
5/24/2017,0.403,0.403
5/23/2017,0.41,0.41
5/22/2017,0.397,0.397
5/19/2017,0.368,0.368
5/18/2017,0.343,0.343
5/17/2017,0.378,0.378
5/16/2017,0.435,0.435
5/15/2017,0.42,0.42
5/12/2017,0.391,0.391
5/11/2017,0.432,0.432
5/10/2017,0.422,0.422
5/9/2017,0.43,0.43
5/8/2017,0.418,0.418
5/5/2017,0.418,0.418
5/4/2017,0.394,0.394
5/3/2017,0.326,0.326
5/2/2017,0.328,0.328
5/1/2017,0.317,0.317
4/28/2017,0.317,0.317
4/27/2017,0.296,0.296
4/26/2017,0.352,0.352
4/25/2017,0.378,0.378
4/24/2017,0.329,0.329
4/21/2017,0.253,0.253
4/20/2017,0.244,0.244
4/19/2017,0.203,0.203
4/18/2017,0.156,0.156
4/17/2017,0.187,0.187
4/14/2017,0.187,0.187
4/13/2017,0.187,0.187
4/12/2017,0.198,0.198
4/11/2017,0.204,0.204
4/10/2017,0.207,0.207
4/7/2017,0.228,0.228
4/6/2017,0.263,0.263
4/5/2017,0.258,0.258
4/4/2017,0.257,0.257
4/3/2017,0.277,0.277
3/31/2017,0.328,0.328
3/30/2017,0.333,0.333
3/29/2017,0.344,0.344
3/28/2017,0.388,0.388
3/27/2017,0.402,0.402
3/24/2017,0.403,0.403
3/23/2017,0.431,0.431
3/22/2017,0.408,0.408
3/21/2017,0.459,0.459
3/20/2017,0.44,0.44
3/17/2017,0.435,0.435
3/16/2017,0.448,0.448
3/15/2017,0.415,0.415
3/14/2017,0.445,0.445
3/13/2017,0.471,0.471
3/10/2017,0.485,0.485
3/9/2017,0.426,0.426
3/8/2017,0.37,0.37
3/7/2017,0.319,0.319
3/6/2017,0.342,0.342
3/3/2017,0.356,0.356
3/2/2017,0.317,0.317
3/1/2017,0.282,0.282
2/28/2017,0.208,0.208
2/27/2017,0.198,0.198
2/24/2017,0.186,0.186
2/23/2017,0.233,0.233
2/22/2017,0.279,0.279
2/21/2017,0.301,0.301
2/20/2017,0.296,0.296
2/17/2017,0.302,0.302
2/16/2017,0.349,0.349
2/15/2017,0.373,0.373
2/14/2017,0.366,0.366
2/13/2017,0.331,0.331
2/10/2017,0.32,0.32
2/9/2017,0.312,0.312
2/8/2017,0.296,0.296
2/7/2017,0.35,0.35
2/6/2017,0.37,0.37
2/3/2017,0.412,0.412
2/2/2017,0.427,0.427
2/1/2017,0.468,0.468
1/31/2017,0.436,0.436
1/30/2017,0.449,0.449
1/27/2017,0.462,0.462
1/26/2017,0.484,0.484
