Security,LP06TREU Index,
2/9/2021,254.0187,#N/A N/A
2/8/2021,253.8281,#N/A N/A
2/5/2021,253.8116,#N/A N/A
2/4/2021,254.0585,#N/A N/A
2/3/2021,254.324,#N/A N/A
2/2/2021,254.3454,#N/A N/A
2/1/2021,254.711,#N/A N/A
1/29/2021,254.6539,#N/A N/A
1/28/2021,255.2934,#N/A N/A
1/27/2021,255.4929,#N/A N/A
1/26/2021,255.2384,#N/A N/A
1/25/2021,255.3547,#N/A N/A
1/22/2021,254.3325,#N/A N/A
1/21/2021,254.4384,#N/A N/A
1/20/2021,255.1158,#N/A N/A
1/19/2021,255.1154,#N/A N/A
1/18/2021,254.9543,#N/A N/A
1/15/2021,255.1716,#N/A N/A
1/14/2021,255.4794,#N/A N/A
1/13/2021,255.0628,#N/A N/A
1/12/2021,254.0097,#N/A N/A
1/11/2021,254.436,#N/A N/A
1/8/2021,254.9079,#N/A N/A
1/7/2021,254.5135,#N/A N/A
1/6/2021,254.8406,#N/A N/A
1/5/2021,255.4552,#N/A N/A
1/4/2021,255.6673,#N/A N/A
12/31/2020,255.7521,#N/A N/A
12/30/2020,255.1475,#N/A N/A
12/29/2020,255.1011,#N/A N/A
12/24/2020,254.6417,#N/A N/A
12/23/2020,254.3031,#N/A N/A
12/22/2020,255.0058,#N/A N/A
12/21/2020,254.7167,#N/A N/A
12/18/2020,254.9209,#N/A N/A
12/17/2020,255.1858,#N/A N/A
12/16/2020,254.9094,#N/A N/A
12/15/2020,255.3666,#N/A N/A
12/14/2020,255.4808,#N/A N/A
12/11/2020,255.5875,#N/A N/A
12/10/2020,255.069,#N/A N/A
12/9/2020,255.3564,#N/A N/A
12/8/2020,255.1287,#N/A N/A
12/7/2020,254.3571,#N/A N/A
12/4/2020,253.9336,#N/A N/A
12/3/2020,254.166,#N/A N/A
12/2/2020,253.3998,#N/A N/A
12/1/2020,253.6011,#N/A N/A
11/30/2020,254.6767,#N/A N/A
11/27/2020,254.9912,#N/A N/A
11/26/2020,255.1821,#N/A N/A
11/25/2020,254.9914,#N/A N/A
11/24/2020,254.8543,#N/A N/A
11/23/2020,254.7497,#N/A N/A
11/20/2020,254.7813,#N/A N/A
11/19/2020,254.3692,#N/A N/A
11/18/2020,254.3234,#N/A N/A
11/17/2020,254.2109,#N/A N/A
11/16/2020,253.7444,#N/A N/A
11/13/2020,253.5801,#N/A N/A
11/12/2020,253.1991,#N/A N/A
11/11/2020,252.9378,#N/A N/A
11/10/2020,252.6465,#N/A N/A
11/9/2020,252.6011,#N/A N/A
11/6/2020,253.9619,#N/A N/A
11/5/2020,254.4437,#N/A N/A
11/4/2020,254.5006,#N/A N/A
11/3/2020,253.929,#N/A N/A
11/2/2020,253.8722,#N/A N/A
10/30/2020,253.7492,#N/A N/A
10/29/2020,253.9207,#N/A N/A
10/28/2020,253.6688,#N/A N/A
10/27/2020,253.7212,#N/A N/A
10/26/2020,252.851,#N/A N/A
10/23/2020,252.6619,#N/A N/A
10/22/2020,252.6739,#N/A N/A
10/21/2020,253.4485,#N/A N/A
10/20/2020,253.3437,#N/A N/A
10/19/2020,253.9621,#N/A N/A
10/16/2020,254.1321,#N/A N/A
10/15/2020,253.9265,#N/A N/A
10/14/2020,253.7534,#N/A N/A
10/13/2020,253.3598,#N/A N/A
10/12/2020,252.924,#N/A N/A
10/9/2020,252.4906,#N/A N/A
10/8/2020,252.0348,#N/A N/A
10/7/2020,251.4708,#N/A N/A
10/6/2020,251.7135,#N/A N/A
10/5/2020,251.7323,#N/A N/A
10/2/2020,252.1488,#N/A N/A
10/1/2020,251.8525,#N/A N/A
9/30/2020,251.9224,#N/A N/A
9/29/2020,252.1001,#N/A N/A
9/28/2020,251.9742,#N/A N/A
9/25/2020,251.6948,#N/A N/A
9/24/2020,251.3907,#N/A N/A
9/23/2020,251.4792,#N/A N/A
9/22/2020,251.5033,#N/A N/A
9/21/2020,251.8628,#N/A N/A
9/18/2020,251.4543,#N/A N/A
9/17/2020,251.7664,#N/A N/A
9/16/2020,251.4641,#N/A N/A
9/15/2020,250.7862,#N/A N/A
9/14/2020,250.8002,#N/A N/A
9/11/2020,250.5267,#N/A N/A
9/10/2020,249.7146,#N/A N/A
9/9/2020,250.6876,#N/A N/A
9/8/2020,251.4122,#N/A N/A
9/7/2020,251.0463,#N/A N/A
9/4/2020,251.447,#N/A N/A
9/3/2020,251.991,#N/A N/A
9/2/2020,251.717,#N/A N/A
9/1/2020,250.5426,#N/A N/A
8/31/2020,250.1877,#N/A N/A
8/28/2020,250.3678,#N/A N/A
8/27/2020,250.0168,#N/A N/A
8/26/2020,250.3411,#N/A N/A
8/25/2020,250.3174,#N/A N/A
8/24/2020,251.4963,#N/A N/A
8/21/2020,251.6398,#N/A N/A
8/20/2020,251.6171,#N/A N/A
8/19/2020,251.3269,#N/A N/A
8/18/2020,251.3315,#N/A N/A
8/17/2020,250.9716,#N/A N/A
8/14/2020,250.5761,#N/A N/A
8/13/2020,250.4147,#N/A N/A
8/12/2020,251.0911,#N/A N/A
8/11/2020,251.7193,#N/A N/A
8/10/2020,252.544,#N/A N/A
8/7/2020,251.9885,#N/A N/A
8/6/2020,252.4519,#N/A N/A
8/5/2020,251.7445,#N/A N/A
8/4/2020,252.6086,#N/A N/A
8/3/2020,251.9196,#N/A N/A
7/31/2020,252.038,#N/A N/A
7/30/2020,252.1581,#N/A N/A
7/29/2020,251.3991,#N/A N/A
7/28/2020,251.7363,#N/A N/A
7/27/2020,251.2757,#N/A N/A
7/24/2020,250.8524,#N/A N/A
7/23/2020,251.4116,#N/A N/A
7/22/2020,251.332,#N/A N/A
7/21/2020,251.1644,#N/A N/A
7/20/2020,250.7607,#N/A N/A
7/17/2020,249.8859,#N/A N/A
7/16/2020,250.3057,#N/A N/A
7/15/2020,249.9441,#N/A N/A
7/14/2020,249.932,#N/A N/A
7/13/2020,249.6401,#N/A N/A
7/10/2020,250.8222,#N/A N/A
7/9/2020,250.6601,#N/A N/A
7/8/2020,250.1362,#N/A N/A
7/7/2020,250.0348,#N/A N/A
7/6/2020,249.5425,#N/A N/A
7/3/2020,249.5306,#N/A N/A
7/2/2020,249.6943,#N/A N/A
7/1/2020,248.6436,#N/A N/A
6/30/2020,249.4249,#N/A N/A
6/29/2020,249.1626,#N/A N/A
6/26/2020,249.4853,#N/A N/A
6/25/2020,249.7448,#N/A N/A
6/24/2020,249.2881,#N/A N/A
6/23/2020,248.8496,#N/A N/A
6/22/2020,249.2923,#N/A N/A
6/19/2020,248.7585,#N/A N/A
6/18/2020,248.7876,#N/A N/A
6/17/2020,249.3311,#N/A N/A
6/16/2020,249.2076,#N/A N/A
6/15/2020,248.7042,#N/A N/A
6/12/2020,248.7296,#N/A N/A
6/11/2020,248.4832,#N/A N/A
6/10/2020,247.7571,#N/A N/A
6/9/2020,247.5725,#N/A N/A
6/8/2020,247.6763,#N/A N/A
6/5/2020,247.0082,#N/A N/A
6/4/2020,246.8844,#N/A N/A
6/3/2020,247.0501,#N/A N/A
6/2/2020,247.9287,#N/A N/A
6/1/2020,247.7254,#N/A N/A
5/29/2020,247.9709,#N/A N/A
5/28/2020,247.6622,#N/A N/A
5/27/2020,247.2843,#N/A N/A
5/26/2020,247.1043,#N/A N/A
5/22/2020,247.3372,#N/A N/A
5/21/2020,247.2167,#N/A N/A
5/20/2020,246.6757,#N/A N/A
5/19/2020,246.3985,#N/A N/A
5/18/2020,246.1959,#N/A N/A
5/15/2020,246.346,#N/A N/A
5/14/2020,246.7624,#N/A N/A
5/13/2020,247.0349,#N/A N/A
5/12/2020,246.8325,#N/A N/A
5/11/2020,246.9439,#N/A N/A
5/7/2020,247.1081,#N/A N/A
5/6/2020,246.8745,#N/A N/A
5/5/2020,248.087,#N/A N/A
5/4/2020,247.5494,#N/A N/A
5/1/2020,247.9608,#N/A N/A
4/30/2020,248.6505,#N/A N/A
4/29/2020,247.2149,#N/A N/A
4/28/2020,246.9104,#N/A N/A
4/27/2020,246.2823,#N/A N/A
4/24/2020,245.9436,#N/A N/A
4/23/2020,245.2428,#N/A N/A
4/22/2020,244.062,#N/A N/A
4/21/2020,244.3738,#N/A N/A
4/20/2020,245.1827,#N/A N/A
4/17/2020,246.1608,#N/A N/A
4/16/2020,245.8657,#N/A N/A
4/15/2020,245.735,#N/A N/A
4/14/2020,245.357,#N/A N/A
4/9/2020,244.7827,#N/A N/A
4/8/2020,243.4217,#N/A N/A
4/7/2020,242.8994,#N/A N/A
4/6/2020,244.0511,#N/A N/A
4/3/2020,244.0546,#N/A N/A
4/2/2020,244.2217,#N/A N/A
4/1/2020,244.3178,#N/A N/A
3/31/2020,243.8267,#N/A N/A
3/30/2020,244.8603,#N/A N/A
3/27/2020,244.3944,#N/A N/A
3/26/2020,242.7387,#N/A N/A
3/25/2020,239.9443,#N/A N/A
3/24/2020,240.7864,#N/A N/A
3/23/2020,241.1933,#N/A N/A
3/20/2020,241.7935,#N/A N/A
3/19/2020,238.0794,#N/A N/A
3/18/2020,237.2876,#N/A N/A
3/17/2020,241.4296,#N/A N/A
3/16/2020,243.0692,#N/A N/A
3/13/2020,246.9,#N/A N/A
3/12/2020,249.8166,#N/A N/A
3/11/2020,253.1055,#N/A N/A
3/10/2020,253.2471,#N/A N/A
3/9/2020,254.1365,#N/A N/A
3/6/2020,254.6124,#N/A N/A
3/5/2020,253.7124,#N/A N/A
3/4/2020,253.4439,#N/A N/A
3/3/2020,253.0332,#N/A N/A
3/2/2020,252.3075,#N/A N/A
2/28/2020,252.7691,#N/A N/A
2/27/2020,252.8259,#N/A N/A
2/26/2020,253.4764,#N/A N/A
2/25/2020,254.2089,#N/A N/A
2/24/2020,253.7281,#N/A N/A
2/21/2020,253.6437,#N/A N/A
2/20/2020,253.1925,#N/A N/A
2/19/2020,252.9459,#N/A N/A
2/18/2020,252.8417,#N/A N/A
2/17/2020,252.6985,#N/A N/A
2/14/2020,252.6684,#N/A N/A
2/13/2020,252.6283,#N/A N/A
2/12/2020,252.0609,#N/A N/A
2/11/2020,251.9297,#N/A N/A
2/10/2020,252.0375,#N/A N/A
2/7/2020,251.5318,#N/A N/A
2/6/2020,251.0084,#N/A N/A
2/5/2020,251.1546,#N/A N/A
2/4/2020,251.7057,#N/A N/A
2/3/2020,251.907,#N/A N/A
1/31/2020,252.5919,#N/A N/A
1/30/2020,252.0694,#N/A N/A
1/29/2020,251.6531,#N/A N/A
1/28/2020,251.1327,#N/A N/A
1/27/2020,251.822,#N/A N/A
1/24/2020,250.579,#N/A N/A
1/23/2020,250.3933,#N/A N/A
1/22/2020,249.4016,#N/A N/A
1/21/2020,248.9315,#N/A N/A
1/20/2020,248.2517,#N/A N/A
1/17/2020,248.2531,#N/A N/A
1/16/2020,248.1652,#N/A N/A
1/15/2020,247.9563,#N/A N/A
1/14/2020,247.4558,#N/A N/A
1/13/2020,246.9578,#N/A N/A
1/10/2020,247.7637,#N/A N/A
1/9/2020,247.364,#N/A N/A
1/8/2020,247.9898,#N/A N/A
1/7/2020,248.2756,#N/A N/A
1/6/2020,248.4277,#N/A N/A
1/3/2020,248.2762,#N/A N/A
1/2/2020,247.5325,#N/A N/A
12/31/2019,246.9639,#N/A N/A
12/30/2019,246.5135,#N/A N/A
12/27/2019,247.7698,#N/A N/A
12/24/2019,247.3907,#N/A N/A
12/23/2019,247.2258,#N/A N/A
12/20/2019,247.709,#N/A N/A
12/19/2019,247.3014,#N/A N/A
12/18/2019,247.733,#N/A N/A
12/17/2019,248.3799,#N/A N/A
12/16/2019,248.6287,#N/A N/A
12/13/2019,248.8623,#N/A N/A
12/12/2019,247.5439,#N/A N/A
12/11/2019,248.6223,#N/A N/A
12/10/2019,248.1892,#N/A N/A
12/9/2019,248.303,#N/A N/A
12/6/2019,247.861,#N/A N/A
12/5/2019,247.7857,#N/A N/A
12/4/2019,248.2744,#N/A N/A
12/3/2019,248.44,#N/A N/A
12/2/2019,247.0907,#N/A N/A
11/29/2019,248.478,#N/A N/A
11/28/2019,248.5205,#N/A N/A
11/27/2019,248.5229,#N/A N/A
11/26/2019,248.5641,#N/A N/A
11/25/2019,248.3114,#N/A N/A
11/22/2019,247.9359,#N/A N/A
11/21/2019,247.5322,#N/A N/A
11/20/2019,247.935,#N/A N/A
11/19/2019,247.7958,#N/A N/A
11/18/2019,247.9684,#N/A N/A
11/15/2019,247.89,#N/A N/A
11/14/2019,247.9577,#N/A N/A
11/13/2019,247.5369,#N/A N/A
11/12/2019,246.8258,#N/A N/A
11/11/2019,246.8376,#N/A N/A
11/8/2019,246.9616,#N/A N/A
11/7/2019,247.1425,#N/A N/A
11/6/2019,248.2873,#N/A N/A
11/5/2019,248.074,#N/A N/A
11/4/2019,248.3717,#N/A N/A
11/1/2019,248.8768,#N/A N/A
10/31/2019,249.4273,#N/A N/A
10/30/2019,248.3807,#N/A N/A
10/29/2019,248.3386,#N/A N/A
10/28/2019,248.114,#N/A N/A
10/25/2019,248.8884,#N/A N/A
10/24/2019,249.4438,#N/A N/A
10/23/2019,249.117,#N/A N/A
10/22/2019,248.747,#N/A N/A
10/21/2019,248.2414,#N/A N/A
10/18/2019,248.7419,#N/A N/A
10/17/2019,248.9397,#N/A N/A
10/16/2019,248.9612,#N/A N/A
10/15/2019,249.0598,#N/A N/A
10/14/2019,249.2053,#N/A N/A
10/11/2019,248.9429,#N/A N/A
10/10/2019,248.7371,#N/A N/A
10/9/2019,249.8532,#N/A N/A
10/8/2019,250.643,#N/A N/A
10/7/2019,250.4667,#N/A N/A
10/4/2019,250.7159,#N/A N/A
10/3/2019,250.8156,#N/A N/A
10/2/2019,250.0848,#N/A N/A
10/1/2019,250.4642,#N/A N/A
9/30/2019,250.9109,#N/A N/A
9/27/2019,250.6797,#N/A N/A
9/26/2019,250.8994,#N/A N/A
9/25/2019,251.0232,#N/A N/A
9/24/2019,251.3624,#N/A N/A
9/23/2019,250.927,#N/A N/A
9/20/2019,249.6198,#N/A N/A
9/19/2019,249.316,#N/A N/A
9/18/2019,249.3479,#N/A N/A
9/17/2019,248.585,#N/A N/A
9/16/2019,248.8697,#N/A N/A
9/13/2019,247.758,#N/A N/A
9/12/2019,249.2173,#N/A N/A
9/11/2019,249.1864,#N/A N/A
9/10/2019,248.8424,#N/A N/A
9/9/2019,249.2011,#N/A N/A
9/6/2019,250.6087,#N/A N/A
9/5/2019,249.4457,#N/A N/A
9/4/2019,250.9105,#N/A N/A
9/3/2019,251.7564,#N/A N/A
9/2/2019,251.0009,#N/A N/A
8/30/2019,251.0313,#N/A N/A
8/29/2019,251.1717,#N/A N/A
8/28/2019,251.4394,#N/A N/A
8/27/2019,250.6272,#N/A N/A
8/23/2019,249.4783,#N/A N/A
8/22/2019,249.1884,#N/A N/A
8/21/2019,249.655,#N/A N/A
8/20/2019,249.7849,#N/A N/A
8/19/2019,249.022,#N/A N/A
8/16/2019,249.8734,#N/A N/A
8/15/2019,250.5123,#N/A N/A
8/14/2019,248.713,#N/A N/A
8/13/2019,247.5881,#N/A N/A
8/12/2019,246.919,#N/A N/A
8/9/2019,246.5778,#N/A N/A
8/8/2019,247.1223,#N/A N/A
8/7/2019,248.1018,#N/A N/A
8/6/2019,247.046,#N/A N/A
8/5/2019,246.7146,#N/A N/A
8/2/2019,246.4745,#N/A N/A
8/1/2019,246.2145,#N/A N/A
7/31/2019,245.8675,#N/A N/A
7/30/2019,244.8768,#N/A N/A
7/29/2019,245.2088,#N/A N/A
7/26/2019,245.4322,#N/A N/A
7/25/2019,245.5538,#N/A N/A
7/24/2019,245.9994,#N/A N/A
7/23/2019,245.1887,#N/A N/A
7/22/2019,244.8496,#N/A N/A
7/19/2019,244.6368,#N/A N/A
7/18/2019,244.4416,#N/A N/A
7/17/2019,243.9786,#N/A N/A
7/16/2019,243.3611,#N/A N/A
7/15/2019,243.3453,#N/A N/A
7/12/2019,242.6768,#N/A N/A
7/11/2019,242.8902,#N/A N/A
7/10/2019,243.5098,#N/A N/A
7/9/2019,244.068,#N/A N/A
7/8/2019,244.4958,#N/A N/A
7/5/2019,244.2639,#N/A N/A
7/4/2019,245.1686,#N/A N/A
7/3/2019,245.0293,#N/A N/A
7/2/2019,243.9404,#N/A N/A
7/1/2019,243.5647,#N/A N/A
6/28/2019,242.7318,#N/A N/A
6/27/2019,242.5332,#N/A N/A
6/26/2019,242.5335,#N/A N/A
6/25/2019,242.9181,#N/A N/A
6/24/2019,242.566,#N/A N/A
6/21/2019,242.1662,#N/A N/A
6/20/2019,242.9428,#N/A N/A
6/19/2019,242.22,#N/A N/A
6/18/2019,242.6093,#N/A N/A
6/17/2019,240.8799,#N/A N/A
6/14/2019,241.2275,#N/A N/A
6/13/2019,240.8743,#N/A N/A
6/12/2019,240.5523,#N/A N/A
6/11/2019,240.8065,#N/A N/A
6/10/2019,240.517,#N/A N/A
6/7/2019,241.2259,#N/A N/A
6/6/2019,240.5231,#N/A N/A
6/5/2019,240.2161,#N/A N/A
6/4/2019,239.6797,#N/A N/A
6/3/2019,239.4763,#N/A N/A
5/31/2019,239.2205,#N/A N/A
5/30/2019,238.8657,#N/A N/A
5/29/2019,238.9262,#N/A N/A
5/28/2019,238.5639,#N/A N/A
5/24/2019,238.3276,#N/A N/A
5/23/2019,238.1491,#N/A N/A
5/22/2019,237.7464,#N/A N/A
5/21/2019,237.6686,#N/A N/A
5/20/2019,237.8091,#N/A N/A
5/17/2019,238.1157,#N/A N/A
5/16/2019,238.0087,#N/A N/A
5/15/2019,237.9804,#N/A N/A
5/14/2019,237.7862,#N/A N/A
5/13/2019,237.7517,#N/A N/A
5/10/2019,237.6819,#N/A N/A
5/9/2019,237.7646,#N/A N/A
5/8/2019,238.0348,#N/A N/A
5/7/2019,238.1635,#N/A N/A
5/3/2019,237.8879,#N/A N/A
5/2/2019,237.7178,#N/A N/A
5/1/2019,237.7802,#N/A N/A
4/30/2019,237.661,#N/A N/A
4/29/2019,237.597,#N/A N/A
4/26/2019,237.6943,#N/A N/A
4/25/2019,237.2994,#N/A N/A
4/24/2019,237.3972,#N/A N/A
4/23/2019,236.5535,#N/A N/A
4/18/2019,237.0569,#N/A N/A
4/17/2019,236.2621,#N/A N/A
4/16/2019,236.5417,#N/A N/A
4/15/2019,236.768,#N/A N/A
4/12/2019,236.7726,#N/A N/A
4/11/2019,237.7252,#N/A N/A
4/10/2019,238.044,#N/A N/A
4/9/2019,237.3964,#N/A N/A
4/8/2019,237.2608,#N/A N/A
4/5/2019,237.2024,#N/A N/A
4/4/2019,237.4778,#N/A N/A
4/3/2019,237.5248,#N/A N/A
4/2/2019,237.979,#N/A N/A
4/1/2019,237.7781,#N/A N/A
3/29/2019,237.9645,#N/A N/A
3/28/2019,238.2094,#N/A N/A
3/27/2019,238.7933,#N/A N/A
3/26/2019,238.0395,#N/A N/A
3/25/2019,237.9896,#N/A N/A
3/22/2019,238.2711,#N/A N/A
3/21/2019,236.7915,#N/A N/A
3/20/2019,236.259,#N/A N/A
3/19/2019,236.1908,#N/A N/A
3/18/2019,236.2438,#N/A N/A
3/15/2019,235.9841,#N/A N/A
3/14/2019,235.9131,#N/A N/A
3/13/2019,235.6763,#N/A N/A
3/12/2019,235.6032,#N/A N/A
3/11/2019,235.8282,#N/A N/A
3/8/2019,235.5016,#N/A N/A
3/7/2019,235.999,#N/A N/A
3/6/2019,234.7771,#N/A N/A
3/5/2019,233.9765,#N/A N/A
3/4/2019,234.0399,#N/A N/A
3/1/2019,233.6635,#N/A N/A
2/28/2019,233.8726,#N/A N/A
2/27/2019,234.0762,#N/A N/A
2/26/2019,234.5259,#N/A N/A
2/25/2019,234.1829,#N/A N/A
2/22/2019,234.1663,#N/A N/A
2/21/2019,233.7871,#N/A N/A
2/20/2019,234.0533,#N/A N/A
2/19/2019,233.989,#N/A N/A
2/18/2019,233.7967,#N/A N/A
2/15/2019,233.6298,#N/A N/A
2/14/2019,233.5089,#N/A N/A
2/13/2019,233.478,#N/A N/A
2/12/2019,233.2558,#N/A N/A
2/11/2019,233.405,#N/A N/A
2/8/2019,233.5707,#N/A N/A
2/7/2019,233.3973,#N/A N/A
2/6/2019,233.0424,#N/A N/A
2/5/2019,232.833,#N/A N/A
2/4/2019,232.9277,#N/A N/A
2/1/2019,233.0894,#N/A N/A
1/31/2019,233.6317,#N/A N/A
1/30/2019,233.0078,#N/A N/A
1/29/2019,233.1158,#N/A N/A
1/28/2019,232.9541,#N/A N/A
1/25/2019,233.0873,#N/A N/A
1/24/2019,232.9966,#N/A N/A
1/23/2019,232.1399,#N/A N/A
1/22/2019,231.7792,#N/A N/A
1/21/2019,231.3247,#N/A N/A
1/18/2019,231.266,#N/A N/A
1/17/2019,231.2405,#N/A N/A
1/16/2019,231.2914,#N/A N/A
1/15/2019,231.0846,#N/A N/A
1/14/2019,230.9359,#N/A N/A
1/11/2019,230.3684,#N/A N/A
1/10/2019,230.0199,#N/A N/A
1/9/2019,229.9246,#N/A N/A
1/8/2019,229.7171,#N/A N/A
1/7/2019,230.0947,#N/A N/A
1/4/2019,230.1823,#N/A N/A
1/3/2019,230.5847,#N/A N/A
1/2/2019,230.9181,#N/A N/A
12/31/2018,230.3771,#N/A N/A
12/28/2018,230.1734,#N/A N/A
12/27/2018,230.1824,#N/A N/A
12/24/2018,230.2907,#N/A N/A
12/21/2018,229.9318,#N/A N/A
12/20/2018,230.2274,#N/A N/A
12/19/2018,229.8916,#N/A N/A
12/18/2018,229.9082,#N/A N/A
12/17/2018,229.8613,#N/A N/A
12/14/2018,229.9514,#N/A N/A
12/13/2018,229.6682,#N/A N/A
12/12/2018,229.6353,#N/A N/A
12/11/2018,229.7102,#N/A N/A
12/10/2018,229.7277,#N/A N/A
12/7/2018,229.648,#N/A N/A
12/6/2018,229.9337,#N/A N/A
12/5/2018,229.4943,#N/A N/A
12/4/2018,229.4787,#N/A N/A
12/3/2018,229.0024,#N/A N/A
11/30/2018,228.7949,#N/A N/A
11/29/2018,228.736,#N/A N/A
11/28/2018,228.5524,#N/A N/A
11/27/2018,228.6005,#N/A N/A
11/26/2018,228.5977,#N/A N/A
11/23/2018,228.5393,#N/A N/A
11/22/2018,228.1366,#N/A N/A
11/21/2018,227.812,#N/A N/A
11/20/2018,227.7395,#N/A N/A
11/19/2018,227.7228,#N/A N/A
11/16/2018,228.0435,#N/A N/A
11/15/2018,228.4628,#N/A N/A
11/14/2018,228.6385,#N/A N/A
11/13/2018,228.9065,#N/A N/A
11/12/2018,229.0667,#N/A N/A
11/9/2018,228.9847,#N/A N/A
11/8/2018,228.5855,#N/A N/A
11/7/2018,228.7506,#N/A N/A
11/6/2018,228.8121,#N/A N/A
11/5/2018,228.9944,#N/A N/A
11/2/2018,228.848,#N/A N/A
11/1/2018,228.9731,#N/A N/A
10/31/2018,228.7515,#N/A N/A
10/30/2018,228.5902,#N/A N/A
10/29/2018,228.898,#N/A N/A
10/26/2018,229.0388,#N/A N/A
10/25/2018,228.417,#N/A N/A
10/24/2018,228.4954,#N/A N/A
10/23/2018,228.2721,#N/A N/A
10/22/2018,227.9861,#N/A N/A
10/19/2018,227.759,#N/A N/A
10/18/2018,227.8612,#N/A N/A
10/17/2018,228.0805,#N/A N/A
10/16/2018,227.8097,#N/A N/A
10/15/2018,227.244,#N/A N/A
10/12/2018,227.2175,#N/A N/A
10/11/2018,227.1144,#N/A N/A
10/10/2018,227.0725,#N/A N/A
10/9/2018,227.2436,#N/A N/A
10/8/2018,227.2121,#N/A N/A
10/5/2018,227.117,#N/A N/A
10/4/2018,227.5279,#N/A N/A
10/3/2018,228.1975,#N/A N/A
10/2/2018,228.2456,#N/A N/A
10/1/2018,228.1335,#N/A N/A
9/28/2018,228.3595,#N/A N/A
9/27/2018,228.3569,#N/A N/A
9/26/2018,228.3399,#N/A N/A
9/25/2018,227.8594,#N/A N/A
9/24/2018,228.0349,#N/A N/A
9/21/2018,228.7506,#N/A N/A
9/20/2018,228.809,#N/A N/A
9/19/2018,228.7107,#N/A N/A
9/18/2018,228.971,#N/A N/A
9/17/2018,229.1003,#N/A N/A
9/14/2018,228.7939,#N/A N/A
9/13/2018,229.0708,#N/A N/A
9/12/2018,229.156,#N/A N/A
9/11/2018,229.035,#N/A N/A
9/10/2018,229.3352,#N/A N/A
9/7/2018,229.16,#N/A N/A
9/6/2018,229.281,#N/A N/A
9/5/2018,228.8603,#N/A N/A
9/4/2018,229.0151,#N/A N/A
9/3/2018,228.9182,#N/A N/A
8/31/2018,229.0988,#N/A N/A
8/30/2018,228.9444,#N/A N/A
8/29/2018,228.4325,#N/A N/A
8/28/2018,228.3174,#N/A N/A
8/24/2018,229.0751,#N/A N/A
8/23/2018,229.2722,#N/A N/A
8/22/2018,229.5046,#N/A N/A
8/21/2018,229.891,#N/A N/A
8/20/2018,230.061,#N/A N/A
8/17/2018,229.8185,#N/A N/A
8/16/2018,229.8376,#N/A N/A
8/15/2018,230.0253,#N/A N/A
8/14/2018,229.9651,#N/A N/A
8/13/2018,229.8002,#N/A N/A
8/10/2018,230.1075,#N/A N/A
8/9/2018,229.5184,#N/A N/A
8/8/2018,229.3099,#N/A N/A
8/7/2018,229.5255,#N/A N/A
8/6/2018,229.8059,#N/A N/A
8/3/2018,229.5404,#N/A N/A
8/2/2018,228.99,#N/A N/A
8/1/2018,229.1199,#N/A N/A
7/31/2018,229.6451,#N/A N/A
7/30/2018,229.3707,#N/A N/A
7/27/2018,230.1687,#N/A N/A
7/26/2018,230.3445,#N/A N/A
7/25/2018,230.4733,#N/A N/A
7/24/2018,230.2438,#N/A N/A
7/23/2018,229.9722,#N/A N/A
7/20/2018,230.2394,#N/A N/A
7/19/2018,230.8587,#N/A N/A
7/18/2018,230.7606,#N/A N/A
7/17/2018,230.9245,#N/A N/A
7/16/2018,230.5339,#N/A N/A
7/13/2018,230.8777,#N/A N/A
7/12/2018,230.6656,#N/A N/A
7/11/2018,230.4255,#N/A N/A
7/10/2018,230.4834,#N/A N/A
7/9/2018,230.4653,#N/A N/A
7/6/2018,230.5026,#N/A N/A
7/5/2018,230.539,#N/A N/A
7/4/2018,230.6969,#N/A N/A
7/3/2018,230.7297,#N/A N/A
7/2/2018,230.567,#N/A N/A
6/29/2018,230.3121,#N/A N/A
6/28/2018,229.9502,#N/A N/A
6/27/2018,229.9879,#N/A N/A
6/26/2018,229.5202,#N/A N/A
6/25/2018,229.8208,#N/A N/A
6/22/2018,230.1765,#N/A N/A
6/21/2018,230.3911,#N/A N/A
6/20/2018,230.4346,#N/A N/A
6/19/2018,230.5276,#N/A N/A
6/18/2018,230.2894,#N/A N/A
6/15/2018,230.32,#N/A N/A
6/14/2018,229.8837,#N/A N/A
6/13/2018,228.8193,#N/A N/A
6/12/2018,228.2869,#N/A N/A
6/11/2018,228.1696,#N/A N/A
6/8/2018,228.1524,#N/A N/A
6/7/2018,227.9406,#N/A N/A
6/6/2018,228.5209,#N/A N/A
6/5/2018,230.1967,#N/A N/A
6/4/2018,230.1377,#N/A N/A
6/1/2018,230.0101,#N/A N/A
5/31/2018,230.1155,#N/A N/A
5/30/2018,229.5319,#N/A N/A
5/29/2018,229.84,#N/A N/A
5/25/2018,230.1855,#N/A N/A
5/24/2018,229.795,#N/A N/A
5/23/2018,229.2797,#N/A N/A
5/22/2018,228.8796,#N/A N/A
5/21/2018,228.992,#N/A N/A
5/18/2018,229.2467,#N/A N/A
5/17/2018,228.9478,#N/A N/A
5/16/2018,229.355,#N/A N/A
5/15/2018,229.2307,#N/A N/A
5/14/2018,229.5748,#N/A N/A
5/11/2018,230.065,#N/A N/A
5/10/2018,230.1169,#N/A N/A
5/9/2018,230.3344,#N/A N/A
5/8/2018,230.1902,#N/A N/A
5/4/2018,230.3628,#N/A N/A
5/3/2018,230.6082,#N/A N/A
